no,category_kdc,category_yes24,keywords_yes24
4700609,소설,null,null
4700610,null,null,null
4700616,시베리아,null,null
4700620,문법,null,null
4700621,문법,null,null
4700622,null,null,null
4700625,오스트로네시아어족,null,null
4700627,교파,null,null
4700629,nan,null,null
4700632,시,null,null
4700634,북아메리카 인디언문학,null,null
4700636,통계학,null,null
4700637,디자인,null,null
4700647,합리론,null,null
4700649,재배 및 보호,null,null
4700655,null,null,null
4700679,null,null,null
4700680,nan,null,null
4700681,광학,null,null
4700682,기타 게르만어파,null,null
4700683,만화 삽화,null,null
4700684,null,null,null
4700685,기타 게르만어파,null,null
4700686,null,null,null
4700687,null,null,null
4700688,null,null,null
4700689,경제학,null,null
4700690,사회과학,null,null
4700692,null,null,null
4700693,null,null,null
4700694,수필,null,null
4700695,null,null,null
4700696,null,null,null
4700697,null,null,null
4700698,null,null,null
4700699,null,null,null
4700700,null,null,null
4700701,null,null,null
4700702,null,null,null
4700703,null,null,null
4700741,nan,null,null
4700742,null,null,null
4700743,만화 삽화,null,null
4700744,학교 행정 및 경영 보건 및 교육 지도,null,null
4700779,생활문제,null,null
4700780,소설,null,null
4700781,null,null,null
4700782,불교,null,null
4700783,교파,null,null
4700784,null,null,null
4700785,불교,null,null
4700786,불교,null,null
4700787,시,null,null
4700788,시,null,null
4700789,전집 총서,null,null
4700790,소설,null,null
4700791,null,null,null
4700792,사회사상,null,null
4700793,null,null,null
4700794,사회학,null,null
4700795,null,null,null
4700796,null,null,null
4700797,null,null,null
4700798,null,null,null
4700799,null,null,null
4700800,null,null,null
4700801,null,null,null
4700803,신문 저널리즘,null,null
4700804,null,null,null
4700805,사전 사전[2],null,null
4700806,null,null,null
4700807,신문 저널리즘,null,null
4700808,오세아니아와 양극 전기,null,null
4700869,null,null,null
4700870,null,null,null
4700872,자기,null,null
4700875,학회 단체 협회 기관 회의,null,null
4700879,null,null,null
4700880,null,null,null
4700889,인도-유럽어족,null,null
4700895,금속 제조 및 가공업,null,null
4700901,null,null,null
4700911,시,null,null
4700914,null,null,null
4700916,null,null,null
4700918,도서관 봉사 및 활동,null,null
4700920,null,null,null
4700924,null,null,null
4700942,자기,null,null
4700944,경제학,null,null
4700945,null,null,null
4700946,사회 조직 및 제도,null,null
4700948,null,null,null
4700949,교파,null,null
4700951,콜롬비아,null,null
4700952,헌법,null,null
4700953,교파,null,null
4700955,null,null,null
4700956,null,null,null
4700957,null,null,null
4700958,교파,null,null
4700959,null,null,null
4700960,null,null,null
4700961,교파,null,null
4700962,null,null,null
4700963,자기,null,null
4700964,헌법,null,null
4700965,교육 정책 및 행정,null,null
4700966,헌법,null,null
4700967,헌법,null,null
4700968,자기,null,null
4700969,콜롬비아,null,null
4700970,음운 음성 문자,null,null
4700971,음운 음성 문자,null,null
4700972,교육 정책 및 행정,null,null
4700973,null,null,null
4700974,헌법,null,null
4700975,헌법,null,null
4700976,헌법,null,null
4700977,null,null,null
4700978,헌법,null,null
4700979,null,null,null
4700980,교육 정책 및 행정,null,null
4700985,null,null,null
4700986,대수학,null,null
4700988,null,null,null
4700989,소설,null,null
4700990,null,null,null
4700991,null,null,null
4700992,null,null,null
4700993,null,null,null
4700994,null,null,null
4700995,null,null,null
4700996,행정법,null,null
4700998,학교 행정 및 경영 보건 및 교육 지도,null,null
4700999,학회 단체 협회 기관 회의,null,null
4701000,null,null,null
4701001,시,null,null
4701002,시,null,null
4701003,콜롬비아,null,null
4701004,베네수엘라와 기아나 지역,null,null
4701005,null,null,null
4701006,null,null,null
4701007,시,null,null
4701008,희곡,null,null
4701009,null,null,null
4701010,펜습자,null,null
4701011,null,null,null
4701012,학회 단체 협회 기관 회의,null,null
4701013,중국어,null,null
4701014,펜습자,null,null
4701015,중국어,null,null
4701016,null,null,null
4701017,펜습자,null,null
4701018,종교,null,null
4701019,의학,null,null
4701020,소설,null,null
4701021,교육 정책 및 행정,null,null
4701022,헌법,null,null
4701023,null,null,null
4701024,중국어,null,null
4701025,null,null,null
4701026,null,null,null
4701027,null,null,null
4701028,연속간행물,null,null
4701029,시,null,null
4701030,소설,null,null
4701031,펜습자,null,null
4701032,nan,null,null
4701033,프로그래밍 프로그램 데이터,null,null
4701034,null,null,null
4701035,nan,null,null
4701037,사회복지,null,null
4701040,금융,null,null
4701041,인도-유럽어족,null,null
4701042,윤리학 도덕철학,null,null
4701043,시,null,null
4701044,철도공학,null,null
4701045,null,null,null
4701046,nan,null,null
4701047,null,null,null
4701048,펜습자,null,null
4701050,null,null,null
4701051,null,null,null
4701052,희곡,null,null
4701053,null,null,null
4701054,null,null,null
4701055,null,null,null
4701057,콜롬비아,null,null
4701058,헌법,null,null
4701059,null,null,null
4701060,법률 법학,null,null
4701061,석조,null,null
4701062,자기,null,null
4701063,자기,null,null
4701065,null,null,null
4701066,자기,null,null
4701067,자기,null,null
4701068,자기,null,null
4701069,자기,null,null
4701070,자기,null,null
4701071,자기,null,null
4701073,자기,null,null
4701074,시,null,null
4701080,null,null,null
4701081,null,null,null
4701088,null,null,null
4701090,금융,null,null
4701092,null,null,null
4701094,null,null,null
4701096,소설,null,null
4701102,포르투갈어,null,null
4701109,디자인,null,null
4701111,null,null,null
4701113,소설,null,null
4701119,오스트로네시아어족,null,null
4701121,null,null,null
4701124,언어사 및 언어정책 언어행정,null,null
4701126,자기,null,null
4701127,null,null,null
4701129,만화 삽화,null,null
4701131,null,null,null
4701132,null,null,null
4701136,null,null,null
4701139,소설,null,null
4701140,소설,null,null
4701141,소설,null,null
4701143,null,null,null
4701144,null,null,null
4701145,null,null,null
4701146,null,null,null
4701147,산수,null,null
4701148,아시아,null,null
4701149,사회 조직 및 제도,null,null
4701151,사회 조직 및 제도,null,null
4701152,nan,null,null
4701153,아시아,null,null
4701154,아시아,null,null
4701155,산수,null,null
4701156,아시아,null,null
4701171,언어사 및 언어정책 언어행정,null,null
4701172,null,null,null
4701174,전집 총서,null,null
4701176,디자인,null,null
4701177,null,null,null
4701178,민속학,null,null
4701182,기타 유기화학공업,null,null
4701184,null,null,null
4701189,컴퓨터과학,null,null
4701190,null,null,null
4701192,산수,null,null
4701193,소설,null,null
4701195,null,null,null
4701201,여성문제,null,null
4701205,null,null,null
4701206,유럽,null,null
4701207,전집 총서,null,null
4701212,소설,null,null
4701214,프로그래밍 프로그램 데이터,null,null
4701215,null,null,null
4701216,콜롬비아,null,null
4701219,null,null,null
4701221,nan,null,null
4701222,소설,null,null
4701223,대수학,null,null
4701225,null,null,null
4701226,물리학,null,null
4701228,아시아,null,null
4701229,null,null,null
4701231,null,null,null
4701232,잡저,null,null
4701233,인디아와 남부아시아,null,null
4701234,null,null,null
4701235,null,null,null
4701236,null,null,null
4701237,null,null,null
4701238,아시아,null,null
4701240,디자인,null,null
4701242,null,null,null
4701243,null,null,null
4701244,null,null,null
4701245,null,null,null
4701246,null,null,null
4701247,콜롬비아,null,null
4701248,null,null,null
4701249,null,null,null
4701250,null,null,null
4701251,null,null,null
4701252,어원 어의,null,null
4701253,null,null,null
4701254,null,null,null
4701351,null,null,null
4701354,소설,null,null
4701355,교육 정책 및 행정,null,null
4701356,교육학,null,null
4701357,null,null,null
4701358,nan,null,null
4701360,오스트로네시아어족,null,null
4701361,주제별 서지 및 목록,null,null
4701362,교육 정책 및 행정,null,null
4701363,자연과학,null,null
4701364,작문,null,null
4701365,인디아와 남부아시아,null,null
4701367,소설,null,null
4701372,null,null,null
4701373,nan,null,null
4701469,대수학,null,null
4701471,사회 조직 및 제도,null,null
4701476,디자인,null,null
4701477,null,null,null
4701478,null,null,null
4701480,null,null,null
4701481,null,null,null
4701482,null,null,null
4701483,null,null,null
4701484,null,null,null
4701485,헌법,null,null
4701486,헌법,null,null
4701487,헌법,null,null
4701488,헌법,null,null
4701489,헌법,null,null
4701490,헌법,null,null
4701491,헌법,null,null
4701492,헌법,null,null
4701493,헌법,null,null
4701494,null,null,null
4701495,null,null,null
4701496,교육 정책 및 행정,null,null
4701497,null,null,null
4701498,null,null,null
4701499,프로그래밍 프로그램 데이터,null,null
4701500,문법,null,null
4701501,null,null,null
4701502,자기,null,null
4701503,중국어,null,null
4701504,중국어,null,null
4701505,중국어,null,null
4701506,null,null,null
4701507,null,null,null
4701508,null,null,null
4701509,서남아시아 중동,null,null
4701511,석조,null,null
4701512,null,null,null
4701513,인디아와 남부아시아,null,null
4701514,인도 철학 사상,null,null
4701532,행정법,null,null
4701533,유럽,null,null
4701534,시,null,null
4701535,르포르타주 및 기타,null,null
4701537,회화 도화 디자인,null,null
4701538,기록관리학[1],null,null
4701539,서남아시아 제국 철학 사상,null,null
4701540,인디아와 남부아시아,null,null
4701542,전집 총서,null,null
4701543,연속간행물,null,null
4701544,자기,null,null
4701545,독일어,null,null
4701547,시,null,null
4701548,시,null,null
4701549,시,null,null
4701550,소설,null,null
4701551,시,null,null
4701553,사전 사전[2],null,null
4701594,방언(사투리),null,null
4701595,null,null,null
4701597,nan,null,null
4701598,사회학 사회문제,null,null
4701602,산수,null,null
4701606,아시아,null,null
4701607,null,null,null
4701608,행정법,null,null
4701612,null,null,null
4701613,아시아,null,null
4701614,학회 단체 협회 기관 회의,null,null
4701616,아시아,null,null
4701618,아시아,null,null
4701623,null,null,null
4701624,사회학 사회문제,null,null
4701629,nan,null,null
4701634,null,null,null
4701635,오스트로네시아어족,null,null
4701636,중국어,null,null
4701637,인도-유럽어족,null,null
4701643,사회 조직 및 제도,null,null
4701646,null,null,null
4701647,방언(사투리),null,null
4701650,소설,null,null
4701653,nan,null,null
4701656,nan,null,null
4701657,null,null,null
4701662,교육학,null,null
4701665,시,null,null
4701668,콜롬비아,null,null
4701669,동남아시아,null,null
4701670,언어사 및 언어정책 언어행정,null,null
4701673,오스트로네시아어족,null,null
4701674,시,null,null
4701676,지식 및 학문 일반,null,null
4701677,컴퓨터과학,null,null
4701679,자기,null,null
4701680,자기,null,null
4701692,독본 해석 회화,null,null
4701693,독본 해석 회화,null,null
4701694,소설,null,null
4701695,소설,null,null
4701696,null,null,null
4701697,콜롬비아,null,null
4701698,null,null,null
4701699,음운 음성 문자,null,null
4701700,시,null,null
4701701,시,null,null
4701702,null,null,null
4701703,인도 철학 사상,null,null
4701704,자기,null,null
4701705,오락,null,null
4701706,아시아,null,null
4701708,null,null,null
4701710,헌법,null,null
4701711,null,null,null
4701712,nan,null,null
4701713,null,null,null
4701714,시,null,null
4701715,null,null,null
4701716,컴퓨터과학,null,null
4701718,연속간행물,null,null
4701719,시,null,null
4701720,시,null,null
4701721,헌법,null,null
4701722,헌법,null,null
4701724,콜롬비아,null,null
4701725,금융,null,null
4701726,컴퓨터과학,null,null
4701727,자기,null,null
4701728,null,null,null
4701729,null,null,null
4701730,null,null,null
4701731,null,null,null
4701736,기체역학,null,null
4701739,null,null,null
4701741,null,null,null
4701742,사회사상,null,null
4701743,시,null,null
4701754,null,null,null
4701755,null,null,null
4701756,아시아,null,null
4701758,null,null,null
4701762,null,null,null
4701765,null,null,null
4701769,null,null,null
4701771,만화 삽화,null,null
4701773,산수,null,null
4701778,nan,null,null
4701783,소설,null,null
4701787,대수학,null,null
4701790,소설,null,null
4701792,null,null,null
4701793,만화 삽화,null,null
4701796,null,null,null
4701797,통계학,null,null
4701803,null,null,null
4701804,아시아,null,null
4701806,동남아시아,null,null
4701807,펜습자,null,null
4701809,null,null,null
4701810,null,null,null
4701869,null,null,null
4701872,null,null,null
4701874,학회 단체 협회 기관 회의,null,null
4701875,null,null,null
